batter,pitch_type,pitch_name,family,pitches,whiff,slg,xwoba
664983,SL,Slider,Breaking,294,0.3374233128834356,0.3150684931506849,0.2386809090909091
664983,SI,Sinker,Fastball,275,0.16279069767441862,0.5876288659793815,0.35660757575757573
664983,CH,Changeup,Offspeed,202,0.24369747899159663,0.3333333333333333,0.2632577049180328
664983,CU,Curveball,Breaking,164,0.20512820512820512,0.3684210526315789,0.30310230769230767
664983,FC,Cutter,Fastball,160,0.20618556701030927,0.4186046511627907,0.3487289772727273
664983,ST,Sweeper,Breaking,159,0.2839506172839506,0.5405405405405406,0.3264136842105263
664983,FS,Splitter,Offspeed,54,0.3,0.8571428571428571,0.3696942857142857
664983,KC,Knuckle-Curve,Breaking,39,0.45454545454545453,0.09090909090909091,0.16977777777777778
665019,FF,4-Seam FB,Fastball,814,0.24815724815724816,0.4745762711864407,0.3049484554973822
665019,SI,Sinker,Fastball,336,0.1340782122905028,0.38,0.3399770476190476
665019,SL,Slider,Breaking,289,0.2974683544303797,0.603448275862069,0.35962572580645163
665019,CH,Changeup,Offspeed,222,0.2358490566037736,0.43103448275862066,0.3972910344827587
665019,CU,Curveball,Breaking,150,0.3142857142857143,0.42105263157894735,0.317619875
665019,ST,Sweeper,Breaking,143,0.265625,0.3548387096774194,0.21367999999999998
665019,FC,Cutter,Fastball,141,0.2857142857142857,0.5151515151515151,0.40348249999999997
665019,FS,Splitter,Offspeed,87,0.2558139534883721,0.4782608695652174,0.36015673076923077
665019,KC,Knuckle-Curve,Breaking,32,0.35714285714285715,1.2857142857142858,0.458204375
665052,FF,4-Seam FB,Fastball,326,0.325,0.746031746031746,0.45214050000000006
665052,CH,Changeup,Offspeed,195,0.5368421052631579,0.3333333333333333,0.23571450980392158
665052,SL,Slider,Breaking,160,0.4823529411764706,0.4,0.33765833333333334
665052,SI,Sinker,Fastball,127,0.18309859154929578,0.5142857142857142,0.4609442105263158
665052,FC,Cutter,Fastball,110,0.24528301886792453,0.391304347826087,0.3804635185185185
665052,ST,Sweeper,Breaking,99,0.4634146341463415,0.3157894736842105,0.24367023809523808
665052,CU,Curveball,Breaking,83,0.3,0.47058823529411764,0.36411431818181816
665052,FS,Splitter,Offspeed,40,0.38095238095238093,0.1,0.21666666666666667
665161,FF,4-Seam FB,Fastball,377,0.2146341463414634,0.5360824742268041,0.3924228240740741
665161,SI,Sinker,Fastball,342,0.12,0.5053763440860215,0.3593752525252526
665161,SL,Slider,Breaking,288,0.4175824175824176,0.4189189189189189,0.28450210843373497
665161,CH,Changeup,Offspeed,183,0.38461538461538464,0.23529411764705882,0.25236094594594594
665161,ST,Sweeper,Breaking,182,0.42574257425742573,0.5,0.20284682926829267
665161,FC,Cutter,Fastball,130,0.29333333333333333,0.6176470588235294,0.4869348571428572
665161,CU,Curveball,Breaking,88,0.5306122448979592,0.36666666666666664,0.18563609374999998
665161,FS,Splitter,Offspeed,57,0.5769230769230769,0.6363636363636364,0.39555999999999997
665161,KC,Knuckle-Curve,Breaking,25,0.5555555555555556,0.16666666666666666,0.19166666666666668
665487,FF,4-Seam FB,Fastball,679,0.20634920634920634,0.4911242603550296,0.4146120105820106
665487,SI,Sinker,Fastball,533,0.15767634854771784,0.4148148148148148,0.36974212418300656
665487,SL,Slider,Breaking,355,0.3597560975609756,0.5714285714285714,0.3768928787878788
665487,CH,Changeup,Offspeed,267,0.33070866141732286,0.47540983606557374,0.34344861538461535
665487,ST,Sweeper,Breaking,232,0.3125,0.39655172413793105,0.2939802459016394
665487,FC,Cutter,Fastball,184,0.30434782608695654,0.5434782608695652,0.45773600000000003
665487,CU,Curveball,Breaking,124,0.38333333333333336,0.4782608695652174,0.40733565217391304
665487,FS,Splitter,Offspeed,68,0.4074074074074074,0.0,0.19656250000000003
665487,KC,Knuckle-Curve,Breaking,38,0.23529411764705882,0.6666666666666666,0.4983000000000001
665489,FF,4-Seam FB,Fastball,544,0.1729957805907173,0.4690265486725664,0.3505075409836066
665489,SI,Sinker,Fastball,540,0.09663865546218488,0.4626865671641791,0.3598113636363636
